StateAbbr,PlaceName,PlaceFIPS,Population2010,Lack of Health Insurance,Arthritis,Binge Drinking,High Blood Pressure,Blood Pressure Medication,Cancer,Asthma,Coronary Heart Disease,Annual Checkup,Cholesterol Screening,Colonoscopy,Chronic obstructive pulmonary disease,Preventive Services (Older Men),Preventive Services (Older Women),Smoking,Dental Visit,Diabetes,High Cholesterol,Kidney Disease,Physical Inactivity,Mammography,Poor Mental Health,Obesity,Cervical Cancer Screening,Poor Physical Health,Sleep < 7 hrs,Stroke,Teethlost,Geolocation
MA,Springfield,2567000,153060,17.6,29.6,15.1,35.6,62.6,6.0,14.5,7.3,76.5,75.5,63.3,9.5,26.9,26.8,24.4,56.8,14.0,33.7,4.3,33.3,83.0,17.3,33.1,82.7,18.0,43.5,3.8,24.4,"(42.11549779990, -72.5395254143)"
MA,Worcester,2582000,181045,11.2,25.7,16.0,30.3,59.8,6.5,12.1,6.4,77.4,78.7,66.9,7.5,29.8,28.7,21.4,62.7,10.8,33.9,3.1,24.9,84.7,14.4,31.1,85.4,13.2,40.4,2.9,19.7,"(42.27054254460, -71.8079404584)"
MI,Ann Arbor,2603000,113934,9.4,24.2,18.7,27.3,57.1,6.4,9.2,5.1,69.3,76.1,74.6,5.0,35.6,41.7,13.1,77.4,7.6,33.1,2.6,16.8,85.9,9.4,26.4,84.0,8.6,31.0,2.2,7.3,"(42.27568335670, -83.7311374448)"
MI,Dearborn,2621000,98153,16.3,29.8,19.4,32.3,56.5,6.8,11.3,7.3,67.2,74.6,64.1,9.6,34.9,30.9,25.8,63.8,9.5,36.8,3.2,25.6,79.4,14.6,31.2,78.4,14.0,38.8,3.2,14.8,"(42.31268846260, -83.2129368006)"
MI,Detroit,2622000,713777,25.5,33.9,13.5,46.3,64.5,5.9,13.9,8.4,74.5,74.2,58.6,10.8,24.5,21.2,29.8,47.2,17.6,36.6,4.6,36.4,81.8,17.2,45.2,78.0,18.3,50.8,5.8,25.6,"(42.38470156310, -83.1053178776)"
MI,Farmington Hills,2627440,79740,9.0,24.9,19.8,28.7,57.8,6.6,9.4,5.3,72.2,79.9,71.6,5.2,35.1,37.5,14.2,76.4,7.9,32.9,2.8,18.1,82.5,9.6,26.4,85.8,8.7,35.6,2.3,8.8,"(42.48599569920, -83.3771159714)"
MI,Flint,2629000,102434,23.3,35.8,14.8,42.9,62.7,6.0,13.3,8.4,72.8,72.4,59.8,11.4,27.0,24.1,28.5,52.4,15.8,34.8,4.1,36.4,80.1,17.4,42.7,78.0,18.7,44.0,5.2,25.2,"(43.02363393860, -83.6920640313)"
MI,Grand Rapids,2634000,188040,17.5,28.7,18.9,35.9,60.1,6.4,11.0,6.8,71.4,74.6,66.5,7.9,35.5,38.5,20.5,64.5,11.0,35.0,3.3,27.0,81.9,13.5,35.1,81.5,13.9,35.8,3.3,13.7,"(42.96148154140, -85.6556858473)"
MI,Kalamazoo,2642160,74262,17.3,31.4,17.7,34.7,60.8,6.5,11.7,7.3,70.7,72.1,66.4,9.0,35.3,31.7,21.6,61.4,11.5,34.9,3.4,26.3,79.9,14.6,41.2,80.1,14.8,35.5,3.6,15.1,"(42.27487564740, -85.5881885760)"
MI,Lansing,2646000,114297,17.2,29.9,17.7,34.2,60.9,6.3,11.3,7.2,68.4,73.9,65.8,8.5,33.5,30.0,22.5,63.2,11.6,36.0,3.4,28.2,78.9,14.0,36.1,80.6,14.2,36.4,3.5,17.2,"(42.70907117510, -84.5584470022)"
MI,Livonia,2649000,96942,9.0,25.8,22.7,28.1,53.6,6.8,9.3,5.6,69.6,78.4,72.6,6.0,38.6,36.4,18.4,76.4,7.2,34.9,2.7,18.2,84.2,10.3,25.7,86.2,9.0,35.5,2.2,8.7,"(42.39715927370, -83.3733073683)"
MI,Rochester Hills,2669035,70995,8.6,24.3,21.0,27.0,56.0,6.6,9.1,5.2,70.8,79.8,72.0,5.1,35.9,38.6,14.1,77.8,7.2,33.1,2.7,17.3,82.0,9.4,24.7,85.4,8.4,34.1,2.1,8.1,"(42.66452567680, -83.1563037157)"
MI,Southfield,2674900,71739,13.1,28.3,16.5,37.8,63.3,6.2,11.5,6.0,76.6,79.8,69.0,6.3,29.3,31.7,17.6,66.8,12.1,32.7,3.6,23.6,83.8,11.8,36.7,86.1,11.3,43.5,3.5,13.1,"(42.47650162670, -83.2605284738)"
MI,Sterling Heights,2676460,129699,12.2,27.9,20.6,32.4,59.0,6.5,10.1,6.5,70.1,76.0,69.9,7.4,37.2,31.3,22.9,69.8,8.7,35.5,2.9,24.7,79.4,12.1,30.9,80.7,11.5,36.2,2.7,12.3,"(42.58098528300, -83.0303680858)"
MI,Troy,2680700,80980,8.5,23.7,19.9,27.0,56.1,6.4,8.7,5.2,71.0,79.4,71.3,4.9,35.4,38.0,13.3,77.7,7.4,33.2,2.6,17.6,81.9,9.0,23.2,84.4,8.2,34.2,2.1,8.6,"(42.58173403580, -83.1457545154)"
MI,Warren,2684000,134056,16.0,30.0,19.3,34.7,60.8,6.5,11.1,7.3,69.8,75.1,66.4,9.0,35.6,28.9,27.2,63.1,10.1,35.9,3.1,29.0,77.4,14.1,34.9,77.6,13.9,38.7,3.2,15.3,"(42.49342330340, -83.0270075248)"
MI,Westland,2686000,84094,14.1,29.0,19.8,31.9,56.9,6.7,10.8,6.6,69.6,76.8,66.5,8.2,34.8,31.4,24.0,66.6,9.4,35.7,3.2,24.6,81.4,13.1,31.0,81.9,12.3,40.1,3.0,13.4,"(42.31922204550, -83.3805461719)"
MI,Wyoming,2688940,72125,16.2,28.0,20.4,32.6,57.4,6.4,10.4,6.7,70.5,75.6,67.0,7.8,35.7,38.3,20.4,66.7,9.9,34.7,3.1,26.3,81.3,13.0,32.6,82.3,13.1,34.7,2.9,14.2,"(42.89097456610, -85.7067229249)"
MN,Bloomington,2706616,82893,8.5,18.7,21.1,24.4,55.4,5.9,8.7,4.7,67.6,77.2,69.6,4.0,32.5,37.9,15.5,74.9,6.7,31.3,1.9,17.5,81.3,8.3,23.1,85.6,7.7,29.0,2.2,7.7,"(44.83058524290, -93.3150995817)"
MN,Brooklyn Park,2707966,75781,11.1,19.7,18.4,26.5,57.8,5.6,9.3,5.1,68.8,76.7,66.4,4.5,30.0,35.1,17.5,69.0,8.3,31.4,2.1,21.3,80.2,9.3,25.4,82.8,8.9,32.4,2.7,9.8,"(45.11120339160, -93.3505067942)"
MN,Duluth,2717000,86265,10.5,24.3,21.2,25.5,59.4,6.1,9.4,5.8,66.7,73.5,64.4,5.6,35.9,33.6,22.0,67.2,8.1,29.1,2.1,21.5,74.7,10.4,30.1,80.8,10.5,31.1,2.8,13.1,"(46.78547034270, -92.1342013763)"
MN,Minneapolis,2743000,382578,11.7,20.0,19.1,27.9,58.1,5.8,9.6,5.4,67.4,75.1,65.9,4.8,30.0,34.2,17.4,68.7,8.6,32.2,2.3,20.6,80.0,9.6,26.7,83.0,9.5,30.7,2.9,10.7,"(44.96354079670, -93.2678345304)"
MN,Plymouth,2751730,70576,6.1,17.5,21.6,23.2,54.4,6.0,8.2,4.3,68.3,78.2,72.4,3.3,33.9,40.0,12.6,79.7,5.9,30.9,1.7,14.4,82.7,7.1,20.9,87.5,6.4,26.9,1.9,6.0,"(45.02246287400, -93.4616016242)"
MN,Rochester,2754880,106769,8.4,19.4,21.1,26.6,57.8,6.1,7.9,4.9,65.9,74.6,72.1,4.2,35.6,35.3,15.0,72.3,7.0,29.3,1.9,18.5,83.2,8.4,27.1,85.8,7.9,29.5,2.3,9.1,"(44.01505743840, -92.4775005494)"
MN,St. Paul,2758000,285068,12.7,20.6,18.0,27.7,59.8,5.9,9.0,5.5,68.6,73.8,64.7,5.2,30.5,34.5,19.7,64.7,9.1,31.2,2.3,22.6,80.6,10.0,29.6,81.9,10.5,31.2,2.9,13.2,"(44.94774025580, -93.1039958305)"
MS,Gulfport,2829700,67793,21.9,27.0,13.7,40.7,68.7,6.0,9.0,6.9,74.3,71.0,57.4,7.4,34.0,30.6,24.1,55.2,12.4,37.2,3.1,30.7,69.5,14.1,34.6,78.7,14.1,38.9,3.9,20.7,"(30.42737700800, -89.0701908439)"
MS,Jackson,2836000,173514,23.5,28.8,11.4,45.2,72.1,5.6,10.0,6.9,77.5,72.4,59.7,7.2,34.0,29.6,23.4,49.5,15.1,36.3,3.4,33.0,75.8,14.5,40.6,82.4,14.8,43.6,4.8,23.8,"(32.31627222000, -90.2124528561)"
MO,Columbia,2915670,108500,13.5,24.4,15.6,28.8,63.6,6.3,9.4,5.8,66.8,72.0,65.3,6.3,39.7,35.4,18.3,62.8,8.9,29.7,2.2,21.3,74.9,11.4,29.2,80.5,11.6,30.0,2.7,13.5,"(38.94811096510, -92.3260129764)"
MO,Independence,2935000,116830,17.1,26.0,15.9,29.3,63.1,6.5,10.1,6.6,65.2,70.6,60.8,8.0,38.4,38.2,25.0,56.5,9.7,34.2,2.3,25.4,72.9,13.3,32.2,77.3,13.9,33.7,3.1,18.4,"(39.08707947710, -94.3502748237)"
MO,Kansas City,2938000,459787,17.7,26.0,14.7,32.9,66.1,6.1,10.3,6.5,67.8,71.5,61.2,7.3,35.9,35.6,22.3,55.9,11.5,33.5,2.7,25.7,74.6,12.6,34.7,79.3,13.7,35.6,3.5,19.6,"(39.12394139710, -94.5541236795)"
MO,Lee's Summit,2941348,91364,10.1,22.8,17.4,27.2,61.8,6.6,8.9,5.3,67.6,73.3,68.5,5.4,41.9,43.2,17.6,68.8,7.7,32.9,2.0,18.0,77.9,9.9,27.5,84.0,9.7,30.4,2.3,11.9,"(38.91705081280, -94.3814865856)"
MO,O'Fallon,2954074,79329,10.4,23.8,17.6,26.1,60.7,6.4,8.6,5.4,68.6,75.1,67.7,5.7,40.5,42.5,17.8,66.2,7.7,32.8,2.1,20.5,76.5,10.4,24.9,83.0,10.1,32.4,2.3,13.0,"(38.78522441610, -90.7176856736)"
MO,St. Joseph,2964550,76780,16.6,27.1,15.6,30.8,63.6,6.4,9.9,6.7,65.9,69.9,59.6,8.3,36.4,36.4,24.8,52.5,9.9,35.3,2.4,27.9,70.1,13.4,32.4,77.4,13.9,37.9,3.1,20.9,"(39.75983121790, -94.8209246813)"
MO,St. Louis,2965000,319294,19.3,27.9,14.9,35.2,67.8,5.9,11.2,7.0,71.7,70.6,58.8,8.2,36.5,30.2,24.9,51.9,13.8,31.1,3.3,27.6,71.2,14.0,37.0,78.3,15.6,39.0,4.3,24.4,"(38.63581226150, -90.2451186799)"
MO,Springfield,2970000,159498,17.6,27.5,15.1,29.7,64.4,6.4,10.2,6.8,63.5,69.7,58.7,8.6,40.3,34.6,24.4,52.0,10.0,32.4,2.4,26.2,68.0,13.9,35.9,75.6,14.7,34.6,3.2,20.0,"(37.19426614840, -93.2914273656)"
MT,Billings,3006550,104170,15.4,23.1,19.6,26.9,52.9,6.3,9.6,5.2,63.4,70.8,60.4,6.0,38.8,34.1,21.6,62.9,7.7,29.7,2.1,20.3,72.1,10.8,27.6,80.2,11.7,30.0,2.6,15.7,"(45.78931026090, -108.548827840)"
MT,Missoula,3050200,66788,14.2,22.6,20.1,27.0,52.3,6.3,9.3,5.3,60.6,70.4,60.7,5.9,34.8,32.5,18.3,66.4,7.4,30.6,2.1,17.1,76.2,10.5,25.5,80.0,11.3,29.4,2.6,13.3,"(46.86944024550, -114.009863843)"
NE,Lincoln,3128000,258379,13.5,22.5,21.8,26.8,58.7,5.8,8.4,5.1,60.8,71.1,63.4,5.5,39.3,32.7,18.6,68.3,7.7,32.8,2.1,18.8,75.8,9.1,27.8,78.7,9.0,30.7,2.5,10.2,"(40.80961956950, -96.6806742049)"
NE,Omaha,3137000,408958,16.3,23.6,20.9,29.2,61.0,5.7,8.3,5.6,64.8,71.6,62.6,5.7,37.4,35.6,20.4,64.1,9.4,31.4,2.4,22.3,76.4,9.5,30.6,80.9,10.2,32.8,2.9,13.8,"(41.26423091110, -96.0415076441)"
NV,Henderson,3231900,257729,14.2,21.6,17.6,27.4,53.7,6.2,8.6,5.6,64.2,72.8,63.2,6.2,34.9,30.9,17.7,65.1,8.5,32.1,3.0,20.5,74.0,10.6,26.1,81.3,10.5,36.2,2.5,13.4,"(36.01223949160, -115.037392161)"
NV,Las Vegas,3240000,583756,22.6,23.1,15.9,29.9,55.5,5.9,9.3,6.5,63.4,70.7,57.5,7.4,32.1,27.6,20.4,56.1,10.8,32.9,3.4,26.2,71.3,12.4,30.3,78.0,13.5,38.9,3.1,18.2,"(36.22741484380, -115.262670095)"
NV,North Las Vegas,3251800,216961,25.5,23.8,14.9,31.5,56.5,5.6,9.7,6.8,64.0,70.6,55.3,7.9,28.9,24.5,21.4,52.0,12.5,32.9,3.6,29.0,71.1,13.2,32.4,77.0,14.8,41.0,3.6,22.7,"(36.28919935620, -115.088496088)"
NV,Reno,3260600,225221,19.6,22.7,19.0,28.1,52.0,6.1,9.3,6.1,60.2,72.3,59.9,7.3,31.9,28.0,19.3,60.4,8.8,33.6,3.0,20.3,70.6,12.3,22.8,76.9,13.0,33.7,2.9,16.3,"(39.55401719980, -119.852733516)"
NV,Sparks,3268400,90264,19.4,22.7,19.4,27.4,51.6,6.0,9.3,6.0,60.4,73.0,60.3,7.2,31.1,27.2,19.3,60.8,8.7,33.2,3.0,20.5,70.6,12.2,22.6,77.8,12.8,33.9,2.8,17.3,"(39.57337327600, -119.713134168)"
NH,Manchester,3345140,109565,17.6,25.6,16.4,28.4,59.3,6.4,11.1,5.8,68.7,76.7,65.7,7.1,32.2,32.2,19.8,63.5,9.0,31.2,2.3,21.6,79.7,12.0,31.2,82.0,11.8,36.5,2.7,16.1,"(42.98445417130, -71.4445313287)"
NH,Nashua,3350260,86494,16.1,24.4,16.5,27.7,58.8,6.4,10.5,5.4,69.2,77.0,67.8,6.3,33.4,33.7,17.6,66.7,8.5,31.0,2.2,19.8,81.0,11.0,29.4,83.3,10.7,35.5,2.5,14.1,"(42.74915544590, -71.4909587631)"
NJ,Camden,3410000,77344,33.9,27.9,12.1,42.2,64.8,4.8,11.7,8.2,73.7,71.1,49.2,9.2,21.4,16.3,24.9,45.0,17.8,36.8,3.6,41.6,73.4,17.2,42.2,74.8,20.1,50.8,5.2,30.0,"(39.93619100660, -75.1072961899)"
NJ,Clifton,3413690,84136,16.3,20.6,18.8,27.7,55.3,5.5,8.1,5.4,72.6,76.1,62.1,5.2,33.4,27.0,16.5,68.7,8.6,36.3,2.3,23.3,78.4,10.8,25.9,83.1,10.6,38.6,2.4,11.6,"(40.86312174250, -74.1575145342)"
NJ,Elizabeth,3421000,124969,29.3,23.2,14.7,29.9,58.8,4.9,8.9,7.0,72.2,72.7,49.7,6.6,25.2,21.1,21.1,53.5,13.1,33.5,3.0,33.2,75.6,13.8,32.7,79.3,15.3,43.4,3.4,20.0,"(40.66644477290, -74.1938679138)"
NJ,Jersey City,3436000,247597,17.8,20.8,15.0,31.6,60.9,4.9,8.9,6.0,76.2,75.5,54.3,5.8,22.6,21.9,16.2,60.8,11.3,33.4,2.6,28.6,75.0,11.1,25.4,76.5,12.2,43.7,3.1,18.4,"(40.71881308520, -74.0687740635)"
NJ,Newark,3451000,277140,28.9,24.8,13.3,39.0,63.1,4.8,10.9,7.6,74.8,73.9,53.0,8.4,24.0,17.5,24.0,49.8,15.7,36.0,3.2,35.8,74.7,15.7,37.6,74.5,17.5,48.0,4.6,25.0,"(40.72606934490, -74.1752997118)"
NJ,Passaic,3456550,69781,36.5,23.6,14.8,33.2,58.2,4.7,9.5,7.4,70.0,70.9,47.1,7.3,25.5,18.1,21.6,48.7,14.7,38.7,3.3,37.3,72.3,15.3,35.6,74.7,18.1,43.6,3.7,21.5,"(40.85745811090, -74.1281123174)"
NJ,Paterson,3457000,146199,32.3,24.4,14.5,35.7,60.6,4.7,10.1,7.3,72.5,72.3,49.3,7.4,24.7,17.5,22.2,49.4,15.1,38.1,3.4,36.3,74.7,15.2,37.3,77.3,17.4,45.7,4.0,22.4,"(40.91468749770, -74.1624181271)"
NJ,Trenton,3474000,84913,28.7,26.4,14.1,38.2,64.5,5.1,11.3,7.9,74.3,75.3,51.0,8.8,24.6,18.0,27.0,47.9,15.2,36.1,3.0,34.8,73.6,16.0,39.3,77.5,17.7,45.3,4.7,29.7,"(40.22372899810, -74.7639943311)"
NJ,Union City,3474630,66455,32.6,21.4,16.0,30.0,58.2,4.4,8.8,7.1,72.4,73.0,46.1,6.1,20.3,17.4,18.0,51.5,14.0,34.6,3.4,36.0,70.7,13.5,31.4,75.6,16.4,43.2,3.0,20.6,"(40.76746068840, -74.0322935070)"
NM,Albuquerque,3502000,545852,17.0,22.4,14.5,25.9,54.3,6.1,9.8,5.3,61.1,70.1,63.9,5.4,32.7,32.6,18.8,64.2,9.3,29.2,2.9,20.4,75.0,11.6,25.5,80.4,12.1,32.8,2.6,14.0,"(35.10550257710, -106.647447696)"
NM,Las Cruces,3539380,97618,19.9,23.2,15.7,29.1,57.1,5.7,9.4,5.5,61.2,67.5,55.3,5.8,33.1,25.1,17.9,64.0,10.3,31.4,3.1,21.1,70.2,12.2,28.8,79.5,13.5,32.2,2.8,14.3,"(32.32663879700, -106.789465579)"
NM,Rio Rancho,3563460,87521,13.2,21.5,16.2,25.3,53.6,6.0,9.0,5.2,61.1,70.4,62.0,5.3,35.9,29.4,16.2,65.2,8.2,30.5,2.7,18.3,71.0,10.8,25.0,81.7,11.0,31.9,2.4,13.1,"(35.28730793500, -106.697981552)"
NM,Santa Fe,3570500,67947,17.8,20.4,14.3,22.8,51.2,5.9,9.1,4.9,59.0,70.4,58.4,4.9,35.6,27.1,16.0,66.9,7.9,28.4,2.8,17.0,70.8,10.9,19.4,82.0,11.2,27.1,2.4,11.1,"(35.66627196010, -105.972662995)"
NY,Albany,3601000,97856,14.8,25.7,15.5,33.4,62.4,5.8,10.9,6.0,73.8,78.2,62.4,7.1,31.7,28.6,19.0,60.6,10.9,33.8,2.2,26.1,76.6,13.2,31.1,80.8,13.1,39.7,3.3,16.5,"(42.66639696040, -73.7986826267)"
NY,Buffalo,3611000,261310,18.3,27.6,15.6,34.5,63.8,5.6,11.9,6.8,75.8,75.9,58.9,8.6,25.4,24.5,22.8,54.7,12.8,33.0,2.6,31.2,77.6,15.2,36.3,79.7,15.6,43.6,4.1,22.6,"(42.90145182330, -78.8475237264)"
NY,Mount Vernon,3649121,67292,16.4,24.5,14.2,37.5,63.8,5.4,11.4,5.7,74.2,79.7,62.4,6.4,25.8,28.4,18.0,56.4,12.5,33.4,2.5,28.0,79.9,13.2,33.5,83.2,13.1,46.7,3.7,17.5,"(40.91360085690, -73.8291001676)"
NY,New Rochelle,3650617,77062,14.9,21.6,16.8,30.7,59.3,5.6,9.5,5.2,70.4,79.1,65.2,5.3,30.6,32.9,14.4,64.9,9.3,33.8,2.1,23.3,79.1,11.1,26.7,83.8,10.9,39.9,2.6,13.1,"(40.93217131410, -73.7843883178)"
NY,New York,3651000,8175133,18.3,22.4,15.5,30.7,59.0,5.3,10.2,5.6,74.3,77.0,62.2,6.0,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41.0,3.1,15.9,"(40.69496068900, -73.9313850409)"
NY,Rochester,3663000,210565,20.3,26.9,14.3,38.0,65.0,5.7,12.2,6.9,70.4,76.6,59.1,8.6,26.6,28.1,22.8,55.1,13.3,32.8,2.6,30.1,77.5,15.6,38.6,79.2,16.0,42.4,4.2,22.7,"(43.16798029180, -77.6162348882)"
NY,Schenectady,3665508,66135,17.4,26.0,16.0,31.9,60.8,5.9,11.5,6.5,72.4,76.5,60.3,8.3,28.6,29.4,23.2,58.0,10.8,36.3,2.2,28.6,73.9,15.0,32.5,79.0,14.8,41.6,3.5,19.2,"(42.80252044140, -73.9275333869)"
NY,Syracuse,3673000,145170,19.1,27.2,14.8,33.3,62.3,5.9,12.1,7.0,72.6,75.0,60.4,9.1,28.5,25.6,24.1,54.9,11.8,36.0,2.4,30.7,75.1,15.8,33.7,77.8,16.0,39.7,4.0,21.0,"(43.04092020970, -76.1437679213)"
NY,Yonkers,3684000,195976,18.1,22.4,16.0,30.8,59.5,5.5,9.8,5.5,69.6,78.5,61.6,5.8,29.7,31.7,16.0,60.7,10.2,34.1,2.2,26.5,77.3,12.3,28.2,81.4,12.4,41.2,2.8,14.1,"(40.94650255970, -73.8636959965)"
NC,Asheville,3702140,83393,16.7,24.0,14.9,33.3,60.8,6.2,8.4,6.1,74.8,76.2,69.6,6.3,36.8,40.9,19.0,67.5,8.7,33.5,2.3,20.1,81.2,11.4,26.4,84.6,11.2,30.3,2.9,13.9,"(35.57082513910, -82.5537350816)"
NC,Cary,3710740,135234,12.2,20.1,15.9,25.8,56.1,5.9,6.9,5.0,72.2,79.0,74.2,4.3,43.6,43.8,12.8,73.6,6.8,31.6,2.0,14.4,83.9,8.5,21.2,87.5,8.0,27.9,2.1,9.4,"(35.78149787220, -78.8152191642)"
NC,Charlotte,3712000,731424,19.8,24.3,14.7,34.7,61.5,5.8,8.4,6.1,74.6,77.1,67.9,6.1,38.2,38.5,16.8,62.2,10.3,36.0,2.7,20.5,79.8,11.4,27.8,85.1,11.4,34.0,3.3,15.8,"(35.20787219690, -80.8300754645)"
NC,Concord,3714100,79066,19.5,24.6,14.0,33.8,62.0,6.0,8.5,6.5,73.3,76.3,67.1,6.9,39.0,36.1,20.1,60.5,9.4,34.7,2.5,22.5,80.7,12.1,28.2,83.9,12.3,33.5,3.1,18.5,"(35.39393169580, -80.6352429349)"
NC,Durham,3719000,228330,20.4,23.8,13.2,35.0,63.5,5.7,8.8,6.3,76.6,77.8,69.6,6.2,39.2,38.8,17.0,65.0,10.8,31.8,2.6,22.8,84.1,11.6,31.3,85.5,11.8,33.5,3.5,16.4,"(35.98091474020, -78.9059161097)"
NC,Fayetteville,3722920,200564,19.2,27.5,13.3,38.8,63.7,5.7,8.9,6.6,78.3,76.6,68.2,6.7,37.0,39.9,21.0,63.1,11.8,31.7,2.7,24.1,81.5,12.4,34.6,84.8,12.5,39.9,3.6,18.4,"(35.08513095270, -78.9791676456)"
NC,Gastonia,3725580,71741,24.6,28.0,13.3,35.8,64.1,6.0,9.6,7.1,73.3,74.6,63.4,8.3,34.3,35.3,24.8,54.5,11.2,37.0,2.7,28.3,76.6,14.1,32.6,81.8,14.5,38.7,3.7,22.2,"(35.24729844310, -81.1836588468)"
NC,Greensboro,3728000,269666,20.6,23.8,13.6,35.7,63.7,5.7,8.9,6.3,75.3,76.5,68.2,6.7,38.5,37.6,19.8,59.2,10.7,34.2,2.7,22.7,80.6,12.2,32.8,83.2,12.1,35.0,3.5,16.6,"(36.09604804150, -79.8276833061)"
NC,Greenville,3728080,84554,19.8,25.8,12.4,38.9,65.2,5.8,9.3,6.8,76.4,75.8,66.6,7.3,36.0,36.6,20.4,60.8,11.3,35.5,2.7,24.6,79.3,12.9,32.0,83.1,13.2,35.7,3.8,18.2,"(35.59592118760, -77.3766133673)"
NC,High Point,3731400,104371,22.7,24.5,13.6,35.0,63.3,5.7,9.1,6.7,74.3,75.9,65.9,7.5,37.5,36.0,21.5,57.0,11.1,34.5,2.7,24.6,79.0,13.1,32.7,81.2,13.3,35.2,3.7,19.2,"(35.98812438030, -79.9932956384)"
NC,Jacksonville,3734200,70145,19.9,25.5,14.6,36.8,61.3,5.9,8.4,6.5,74.3,75.5,68.8,6.8,38.7,38.0,21.5,62.0,10.3,35.2,2.5,24.2,80.4,12.3,31.6,83.7,12.5,36.7,3.3,17.8,"(34.73311030370, -77.3951822819)"
NC,Raleigh,3755000,403892,17.8,22.8,14.5,30.4,59.9,5.8,8.1,5.8,72.7,77.6,70.4,5.6,40.7,39.5,16.7,64.8,9.2,32.2,2.4,18.6,82.8,10.8,27.4,85.8,10.6,31.7,2.9,13.1,"(35.83220809330, -78.6440243809)"
NC,Wilmington,3774440,106476,19.5,25.3,15.1,34.7,62.3,6.0,8.7,6.4,75.0,76.7,67.6,6.7,40.8,40.4,18.8,65.0,9.5,34.8,2.4,20.5,81.8,12.4,28.2,83.6,12.2,32.5,3.2,15.5,"(34.21027585690, -77.8872842368)"
NC,Winston-Salem,3775000,229617,23.8,25.6,12.7,34.1,66.0,5.8,9.1,6.7,75.4,76.1,66.6,7.2,41.0,41.0,20.5,60.7,11.6,35.1,2.7,24.8,81.1,13.0,34.8,81.5,13.3,36.3,3.7,17.5,"(36.10294530390, -80.2609889241)"
ND,Fargo,3825700,105549,9.9,21.7,23.0,30.4,60.5,5.9,8.3,5.7,67.4,72.6,63.9,4.5,39.7,37.1,17.7,71.7,7.5,30.8,2.1,18.9,79.0,8.1,31.7,82.4,8.3,29.0,2.5,10.3,"(46.86524578320, -96.8289882328)"
OH,Akron,3901000,199110,17.6,29.0,14.8,36.2,66.9,5.7,11.6,7.5,70.1,72.9,56.6,9.4,28.8,26.9,26.8,51.3,13.0,33.0,3.3,31.0,70.1,15.3,37.3,74.7,15.5,44.1,3.9,23.6,"(41.08014449420, -81.5219213688)"
OH,Canton,3912000,73007,19.2,30.5,15.6,36.5,65.1,5.9,11.8,7.9,69.3,70.9,55.4,10.3,30.9,26.7,28.1,50.9,13.3,34.3,3.3,32.6,71.6,16.5,38.6,73.7,16.5,41.5,4.0,24.3,"(40.80801926620, -81.3676594998)"
OH,Cincinnati,3915000,296943,17.3,28.7,15.9,36.9,65.0,5.7,11.4,7.3,72.7,73.2,61.1,8.8,32.9,25.0,24.0,58.1,13.8,32.8,3.6,27.0,74.6,14.7,36.5,78.3,14.9,38.9,4.2,22.3,"(39.14117471240, -84.5060004524)"
OH,Cleveland,3916000,396815,23.3,31.8,15.2,38.7,67.1,5.5,13.1,8.3,73.1,72.8,54.6,10.8,26.5,21.1,27.9,48.7,16.8,32.4,4.1,34.2,74.1,17.2,42.1,73.3,18.4,45.4,5.1,28.7,"(41.47653458210, -81.6805494865)"
OH,Columbus,3918000,787033,14.8,27.7,17.0,34.4,64.4,6.0,10.8,7.0,71.9,74.9,62.9,8.2,31.5,29.9,21.7,63.2,12.4,34.7,3.2,27.0,76.4,13.6,35.0,80.0,13.7,40.2,3.6,19.8,"(39.98595004840, -82.9851738516)"
OH,Dayton,3921000,141527,20.5,32.7,13.6,38.8,66.7,5.6,12.7,8.6,70.8,72.1,57.2,10.7,29.6,22.6,28.7,48.5,15.9,33.6,3.8,32.2,73.4,17.0,47.2,74.8,17.9,45.7,4.9,27.5,"(39.77976803900, -84.1997930517)"
OH,Parma,3961000,81601,11.9,27.1,21.3,27.1,59.3,5.9,10.2,6.4,70.4,76.2,65.0,7.6,35.5,30.7,21.9,67.7,9.2,31.0,2.7,22.6,76.4,12.7,29.8,80.1,11.8,36.5,2.7,15.0,"(41.38423998380, -81.7285991530)"
OH,Toledo,3977000,287208,18.3,30.1,17.4,36.2,66.1,5.8,11.5,7.8,68.6,71.8,57.6,9.7,28.8,31.0,25.5,57.0,13.3,31.4,3.3,32.5,73.0,15.7,41.0,75.7,15.9,40.2,3.9,21.3,"(41.66373996040, -83.5823818449)"
OH,Youngstown,3988000,66982,24.8,30.9,14.4,39.6,67.4,5.6,12.2,8.6,70.9,69.2,53.3,11.1,28.0,22.2,30.2,45.2,16.2,33.4,3.8,36.5,71.0,17.7,43.8,72.4,19.1,46.0,4.9,28.7,"(41.09932866070, -80.6463187081)"
OK,Broken Arrow,4009050,98850,11.9,22.6,15.3,32.2,60.9,5.9,9.0,6.0,62.5,73.1,64.4,6.0,42.3,42.0,18.2,61.7,8.7,34.1,2.3,23.0,70.1,11.9,27.2,80.1,11.2,33.9,2.5,13.9,"(36.03663249110, -95.7809572414)"
